ПП Віжес;32808995;311991_1;KH:V6;14;RN;08.10.2021;;10;
26469;1;35,7;Сыр тв. "Голланд. брус" 45% фас.160г ТМ "Канев";1;шт;29,75;29,75;35,7;5,95;4820149824406
26470;1;35,7;Сыр тв. "Топленый" со вкус. топл. мол. 50% фас. 160г ТМ "Канев";1;шт;29,75;29,75;35,7;5,95;4820149824413
26548;2;35,7;Сыр тв. "Российский" 50% фас. 160г ТМ "Канев";1;шт;29,75;59,5;71,4;11,9;4820149824475
24845;2;35,7;Сыр тв. "Каневский" 50% фас. 160г ТМ "Канев";1;шт;29,75;59,5;71,4;11,9;4820149824390
6524;2;16,68;Сыр плавл. "Янтарь" 60% 100г стакан ТМ "Пирятин";1;шт;13,9;27,8;33,36;5,56;4820023261600
7406;1;16,68;Сыр плавл. "Янтарь" бекон 60% 100г стакан ТМ "Пирятин";1;шт;13,9;13,9;16,68;2,78;4820023262300
7407;1;16,68;Сыр плавл. "Янтарь" грибы 60% 100г стакан ТМ "Пирятин";1;шт;13,9;13,9;16,68;2,78;4820023262317
23253;2;14,04;Сыр плав. паст. "С ветчиной" 55% 90г брикет ТМ "Пирятин";1;шт;11,7;23,4;28,08;4,68;4820023263727
15165;2;14,04;Сыр плавл. "Дружба" 55% 90г брикет ТМ "Пирятин";1;шт;11,7;23,4;28,08;4,68;4820023263321
23122;1;39,42;Брусок "Король сыров" 50% 160г ТМ "Пирятин";1;шт;32,85;32,85;39,42;6,57;4820023263703
24746;1;39,744;Брусок "Сливочный" 50% 160г ТМ "Пирятин";1;шт;33,12;33,12;39,74;6,62;4820023264038
24335;1;45,72; Сыр плавл. колб. "Янтарный" 60% 330г ТМ "Пирятин";1;шт;38,1;38,1;45,72;7,62;4820023264083
