ПП Віжес;32808995;315116_1;KH:V98;14;RN;11.10.2021;;10;
24747;1;39,42;Брусок "Голландский" 45% 160г ТМ "Пирятин";1;шт;32,85;32,85;39,42;6,57;4820023264014
